,LeadTime,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,Agent,Company,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ChangedRoom,StayChanges,ReservationMonth
26317,35.0,April,0,3,1.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,132.33,0,0,Canceled,0,No Changes,March
28522,105.0,May,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,160.0,0,0,Canceled,0,No Changes,February
61782,9.0,November,0,2,2.0,0.0,0.0,BB,United_Kingdom,Direct,Direct,0,0,0,D,0,No Deposit,no_Agent,no_Company,Transient,95.0,0,1,Check-Out,0,No Changes,November
66621,18.0,February,2,5,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,100.54,0,2+,Check-Out,0,No Changes,February
33808,314.0,August,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,1,1,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.8,0,0,Canceled,0,No Changes,October
61002,8.0,November,0,1,3.0,0.0,0.0,BB,Other_Asia,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,160.0,0,0,Check-Out,0,No Changes,October
64394,12.0,January,0,4,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,67.58,0,0,Check-Out,0,No Changes,December
37293,19.0,October,0,3,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,1,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,September
54378,161.0,July,2,2,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient-Party,91.38,0,0,Check-Out,0,No Changes,February
42337,302.0,October,0,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,105.0,0,0,Canceled,0,No Changes,December
57026,58.0,September,1,3,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,90.95,0,1,Check-Out,0,No Changes,July
48779,6.0,February,0,1,2.0,0.0,0.0,SC,National,Online TA,TA/TO,1,0,3+,A,0,No Deposit,Agent_A,no_Company,Transient,88.0,0,2+,Check-Out,0,No Changes,February
61814,16.0,November,0,1,2.0,1.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,125.0,0,2+,Check-Out,0,No Changes,November
1390,6.0,August,2,1,2.0,1.0,0.0,BB,Spain,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,90.0,0,2+,Check-Out,1,No Changes,August
49980,4.0,November,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,1,No Deposit,no_Agent,Company_A,Transient,65.0,0,0,No-Show,0,No Changes,November
51883,6.0,June,2,0,2.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,Other,0,No Deposit,Agent_C,no_Company,Transient,151.0,0,0,Check-Out,0,No Changes,June
9061,105.0,April,0,1,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,December
65053,4.0,January,1,3,2.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,1,No Deposit,Agent_A,no_Company,Transient,74.8,0,1,Check-Out,0,No Changes,January
49416,102.0,May,0,1,3.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,159.3,0,1,Check-Out,0,No Changes,February
63911,24.0,December,2,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,2+,No Deposit,Agent_A,no_Company,Transient,137.33,0,1,Check-Out,0,No Changes,December
3463,75.0,September,2,2,2.0,0.0,0.0,BB,Spain,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Check-Out,0,No Changes,July
36,100.0,July,1,4,2.0,0.0,1.0,HB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,93.6,0,2+,Canceled,0,No Changes,March
55305,81.0,August,2,3,2.0,1.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,1,No Deposit,Agent_A,no_Company,Transient,143.1,1,1,Check-Out,0,No Changes,May
8329,251.0,March,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,125.0,0,0,Canceled,0,No Changes,July
6917,28.0,January,2,0,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,89.0,0,1,Check-Out,0,No Changes,January
64259,162.0,January,2,2,1.0,0.0,0.0,BB,Other_Oceania,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,74.8,0,2+,Check-Out,0,No Changes,July
33731,279.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,1,1,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.8,0,0,Canceled,0,No Changes,October
6218,7.0,December,0,2,1.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,111.0,0,1,Check-Out,0,No Changes,December
30223,423.0,June,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,90.0,0,0,Canceled,0,No Changes,April
66794,51.0,March,0,2,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,88.2,0,1,Check-Out,0,No Changes,January
47211,12.0,April,0,2,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,127.0,0,1,Check-Out,0,No Changes,April
62615,65.0,December,0,1,3.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,126.0,0,1,Check-Out,0,No Changes,September
48028,142.0,April,0,2,2.0,0.0,0.0,BB,Other_Europe,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,65.0,0,1,Check-Out,0,No Changes,December
1375,131.0,August,2,1,2.0,0.0,0.0,HB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,94.5,0,0,Check-Out,1,No Changes,April
61509,23.0,November,1,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,124.67,0,2+,Check-Out,0,No Changes,October
9720,103.0,April,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,115.0,0,0,Canceled,0,No Changes,January
40693,176.0,April,1,1,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,125.0,0,0,Canceled,0,No Changes,October
20540,121.0,November,2,4,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,68.0,0,0,Canceled,0,No Changes,July
65616,14.0,February,1,0,1.0,0.0,0.0,BB,Other_Asia,Direct,Direct,0,0,0,A,2+,No Deposit,Agent_C,no_Company,Transient,98.0,0,1,Check-Out,0,No Changes,January
46493,20.0,April,2,1,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,95.0,0,0,Check-Out,0,No Changes,March
44470,37.0,February,0,3,2.0,1.0,1.0,BB,Other_Europe,Direct,Direct,0,0,0,Other,2+,No Deposit,Agent_C,no_Company,Transient,144.9,0,1,Check-Out,0,No Changes,January
1901,11.0,August,0,2,2.0,1.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Contract,153.0,0,2+,Canceled,0,No Changes,August
14435,217.0,July,1,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,95.63,0,1,Canceled,0,No Changes,December
35457,355.0,October,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
20821,158.0,November,0,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,2+,No Deposit,Agent_A,no_Company,Transient,90.0,0,1,Canceled,0,No Changes,June
71955,150.0,May,2,3,2.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,89.1,0,0,Check-Out,0,No Changes,December
20095,96.0,November,2,5,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,78.2,0,0,Canceled,0,No Changes,August
67995,0.0,March,1,1,1.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,1,No Deposit,no_Agent,no_Company,Transient,152.0,0,0,Check-Out,1,No Changes,March
17949,48.0,October,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,August
62963,70.0,December,0,3,2.0,1.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,113.87,0,2+,Check-Out,0,No Changes,September
40964,86.0,January,0,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,85.0,0,0,Canceled,0,No Changes,October
44929,49.0,March,1,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,79.63,0,1,Check-Out,0,No Changes,January
31562,226.0,July,2,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,110.0,0,0,Canceled,0,No Changes,November
3787,87.0,September,2,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,170.0,0,0,Canceled,0,No Changes,June
35816,351.0,October,2,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
62992,5.0,December,0,1,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient-Party,101.0,0,1,Check-Out,0,No Changes,December
44263,51.0,May,1,0,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,0,No Deposit,no_Agent,Company_A,Transient-Party,65.0,0,0,Check-Out,0,No Changes,April
8034,77.0,March,1,4,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,68.85,0,0,Check-Out,0,No Changes,December
3412,74.0,September,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,109.0,0,0,Check-Out,1,No Changes,July
40481,20.0,November,2,5,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Contract,68.85,0,1,Check-Out,0,No Changes,October
2504,24.0,September,1,2,2.0,1.0,1.0,BB,Other_Americas,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,99.5,0,0,Check-Out,1,No Changes,August
39798,34.0,December,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,other_Agent,no_Company,Transient,90.0,0,0,Canceled,0,No Changes,November
70055,120.0,April,0,3,2.0,0.0,0.0,BB,Other_Americas,Direct,Direct,0,0,0,D,1,No Deposit,no_Agent,no_Company,Transient,155.0,0,2+,Check-Out,0,No Changes,December
76160,231.0,July,0,1,2.0,0.0,0.0,BB,United_Kingdom,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,90.0,0,0,Check-Out,1,No Changes,November
5397,59.0,October,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,85.0,0,0,Check-Out,0,No Changes,August
49939,1.0,May,1,0,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,119.0,0,1,Check-Out,0,No Changes,May
9701,103.0,April,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,115.0,0,0,Canceled,0,No Changes,January
13273,71.0,June,2,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.75,0,1,Canceled,0,No Changes,April
37695,12.0,September,0,4,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Contract,164.0,0,1,Check-Out,1,No Changes,September
13280,91.0,June,1,1,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,116.1,0,0,Canceled,0,No Changes,March
71875,5.0,May,0,1,1.0,0.0,0.0,BB,Spain,Corporate,Corporate,0,0,0,D,0,No Deposit,no_Agent,other_Company,Transient,148.5,0,0,Check-Out,1,No Changes,May
39210,18.0,October,0,3,1.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Group,109.0,0,1,Check-Out,0,No Changes,October
27881,29.0,May,0,1,1.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,D,0,No Deposit,Agent_C,no_Company,Transient,174.0,0,0,Canceled,0,No Changes,April
23817,3.0,February,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient-Party,62.4,0,0,Canceled,0,No Changes,February
21467,246.0,December,0,1,2.0,0.0,0.0,BB,Other_Asia,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,63.75,0,0,Canceled,0,No Changes,April
68043,19.0,March,0,2,1.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,D,1,No Deposit,no_Agent,no_Company,Transient,95.0,0,0,Check-Out,1,No Changes,March
45218,49.0,March,0,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,75.95,0,1,Check-Out,0,No Changes,January
6073,8.0,December,1,0,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient-Party,104.25,0,1,Canceled,0,No Changes,December
43468,0.0,February,0,1,2.0,0.0,0.0,SC,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,0.0,0,0,Check-Out,0,No Changes,February
3434,10.0,September,2,2,1.0,0.0,0.0,BB,United_Kingdom,Direct,Direct,0,0,0,A,1,No Deposit,no_Agent,no_Company,Transient,142.0,0,0,Check-Out,1,No Changes,September
75183,42.0,July,1,0,2.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,149.0,0,1,Check-Out,0,No Changes,May
72355,18.0,May,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,120.0,0,1,Check-Out,0,No Changes,May
72421,70.0,May,0,2,2.0,0.0,0.0,SC,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.1,0,0,Check-Out,0,No Changes,March
51548,80.0,June,0,1,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,96.3,0,1,Check-Out,0,No Changes,April
51543,3.0,June,0,2,2.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,123.0,0,0,Check-Out,0,No Changes,June
30265,154.0,June,0,2,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,1,No Deposit,Agent_A,no_Company,Transient,150.3,0,2+,Canceled,0,No Changes,January
48783,4.0,July,0,1,2.0,0.0,0.0,BB,National,Online TA,TA/TO,1,0,3+,D,0,No Deposit,Agent_A,no_Company,Group,150.0,0,1,Check-Out,0,No Changes,July
69403,88.0,April,1,1,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,99.0,0,1,Check-Out,0,No Changes,January
65710,145.0,February,2,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,75.0,0,0,Check-Out,1,No Changes,September
65324,18.0,February,1,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,75.0,0,0,Check-Out,1,No Changes,January
16075,14.0,August,0,2,2.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,118.0,0,0,Canceled,0,No Changes,August
13349,193.0,June,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,December
380,19.0,July,2,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,1,Check-Out,0,No Changes,July
17641,219.0,September,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,February
65013,20.0,January,0,3,2.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,79.0,1,1,Check-Out,0,No Changes,January
41347,22.0,December,0,0,1.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,0.0,0,0,Check-Out,1,No Changes,November
11257,323.0,May,0,4,1.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,86.0,0,0,Check-Out,0,No Changes,June
19241,98.0,October,0,2,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,80.1,0,0,Canceled,0,No Changes,July
67426,66.0,March,1,2,2.0,0.0,0.0,BB,France,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,1,Check-Out,0,No Changes,January
7744,46.0,March,0,2,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,67.5,0,0,Canceled,0,No Changes,January
78733,234.0,August,0,3,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,80.1,0,1,Check-Out,0,No Changes,December
78587,180.0,August,1,2,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,99.0,0,2+,Check-Out,0,No Changes,February
69377,1.0,April,1,1,1.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,150.0,0,1,Check-Out,0,No Changes,April
20694,95.0,November,2,0,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,90.0,0,2+,Canceled,0,No Changes,August
28709,25.0,May,2,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,90.0,0,0,Canceled,0,No Changes,April
45536,38.0,March,1,3,2.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,71.1,0,0,Check-Out,0,No Changes,February
9345,9.0,April,0,5,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,143.6,0,0,No-Show,0,No Changes,April
19334,245.0,October,0,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,96.3,0,0,Canceled,0,No Changes,February
55438,320.0,August,0,2,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,115.0,0,1,Check-Out,0,No Changes,October
77870,277.0,August,0,3,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_D,no_Company,Transient,92.86,0,1,Check-Out,0,No Changes,November
14761,31.0,July,0,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,135.9,0,1,Canceled,0,No Changes,June
27701,109.0,May,2,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,121.0,0,1,Canceled,0,No Changes,January
43128,9.0,January,0,4,1.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,84.0,0,0,Check-Out,0,No Changes,January
28016,150.0,May,1,2,2.0,0.0,0.0,SC,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,120.0,0,1,Canceled,0,No Changes,December
44811,56.0,March,0,2,3.0,0.0,0.0,BB,National,Groups,Corporate,0,0,0,A,1,No Deposit,no_Agent,no_Company,Transient-Party,103.0,0,0,Check-Out,1,No Changes,January
5450,100.0,October,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,July
6332,1.0,December,0,1,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,2+,No Deposit,Agent_A,no_Company,Transient-Party,135.0,1,1,Check-Out,0,No Changes,December
43254,59.0,January,0,1,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,80.0,0,0,Check-Out,0,No Changes,November
19776,482.0,November,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.8,0,0,Canceled,0,No Changes,July
24842,46.0,March,1,2,3.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,142.2,0,0,Canceled,0,No Changes,February
12361,118.0,June,1,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,120.0,0,0,Canceled,0,No Changes,February
30779,233.0,June,1,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,105.0,0,0,Canceled,0,No Changes,November
24283,29.0,March,1,3,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,Other,0,No Deposit,other_Agent,no_Company,Transient,126.48,0,0,No-Show,0,No Changes,February
72635,142.0,May,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,126.0,0,0,Check-Out,0,No Changes,January
70720,1.0,May,1,0,2.0,0.0,0.0,BB,Spain,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,160.0,0,0,Check-Out,1,No Changes,April
75688,247.0,July,1,1,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,89.1,0,1,Check-Out,0,No Changes,November
10506,147.0,May,0,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,101.7,0,0,Canceled,0,No Changes,December
28139,104.0,May,1,2,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,160.0,0,0,Canceled,0,No Changes,January
8747,267.0,March,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
27518,39.0,May,0,1,3.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,197.1,0,0,Canceled,0,No Changes,March
14736,391.0,July,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,65.0,0,0,Canceled,0,No Changes,July
27306,124.0,May,0,4,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,108.0,0,1,Canceled,0,No Changes,December
16719,48.0,September,0,1,1.0,0.0,0.0,BB,National,Groups,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient-Party,120.0,0,0,Canceled,0,No Changes,July
42496,1.0,December,0,4,2.0,1.0,1.0,BB,France,Groups,TA/TO,0,0,0,Other,2+,No Deposit,other_Agent,no_Company,Transient,145.0,0,1,Check-Out,1,No Changes,December
71338,12.0,May,0,1,1.0,0.0,0.0,BB,Spain,Direct,Direct,0,0,0,D,1,No Deposit,Agent_C,no_Company,Group,175.0,0,0,Check-Out,1,No Changes,April
56058,92.0,August,1,2,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,117.9,0,2+,Check-Out,0,No Changes,May
44541,1.0,February,1,1,2.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,117.0,0,0,Check-Out,0,No Changes,February
29249,35.0,May,0,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,90.0,0,0,Canceled,0,No Changes,April
31331,183.0,July,2,5,3.0,0.0,0.0,HB,National,Direct,Direct,0,0,0,D,1,No Deposit,Agent_C,no_Company,Transient,198.6,0,1,Canceled,0,No Changes,January
44661,7.0,March,0,1,2.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,81.0,0,1,Check-Out,0,No Changes,February
61369,92.0,November,0,1,2.0,0.0,0.0,BB,Other_Asia,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,90.0,0,0,Check-Out,0,No Changes,August
